gene,celltype,driver_score,evidence_count,n_trajectories,gene_category,DREM_score,dynamic_score,rank
TBXAS1,CD4+ T,0.001857,1,3,other,0.0,0.0046,332
TUBA1C,CD4+ T,0.001853,1,3,other,0.0,0.0046,333
KIF13A,CD4+ T,0.001841,1,3,other,0.0,0.0046,334
CMSS1,CD4+ T,0.001839,1,3,other,0.0,0.0046,335
BCL2,CD4+ T,0.001823,1,3,other,0.0,0.0046,336
STMP1,CD4+ T,0.001822,1,3,other,0.0,0.0046,337
GP1BB,CD4+ T,0.001779,1,3,other,0.0,0.0044,338
JMJD1C,CD4+ T,0.001761,1,3,other,0.0,0.0044,339
MICOS10,CD4+ T,0.001753,1,3,other,0.0,0.0044,340
SNHG3,CD4+ T,0.001733,1,3,other,0.0,0.0043,341
ANK1,CD4+ T,0.001729,1,3,other,0.0,0.0043,342
ERC1,CD4+ T,0.001709,1,3,other,0.0,0.0043,343
FBXO11,CD4+ T,0.001693,1,3,other,0.0,0.0042,344
NCOA1,CD4+ T,0.001674,1,3,other,0.0,0.0042,345
BEX3,CD4+ T,0.001652,1,3,other,0.0,0.0041,346
PRKACB,CD4+ T,0.001652,1,3,other,0.0,0.0041,347
ZMYND8,CD4+ T,0.001652,1,3,other,0.0,0.0041,348
NSD3,CD4+ T,0.001622,1,3,other,0.0,0.0041,349
KDM6A,CD4+ T,0.001611,1,3,other,0.0,0.004,350
NRIP1,CD4+ T,0.0016,1,3,other,0.0,0.004,351
RPS11,CD4+ T,0.00159,1,3,ribosomal,0.0,0.0072,352
NSMCE2,CD4+ T,0.00158,1,3,other,0.0,0.004,353
NKAIN2,CD4+ T,0.001576,1,3,other,0.0,0.0039,354
COG5,CD4+ T,0.001575,1,3,other,0.0,0.0039,355
LINC00486,CD4+ T,0.001567,1,3,other,0.0,0.0039,356
PIK3CB,CD4+ T,0.001556,1,3,other,0.0,0.0039,357
FNDC3B,CD4+ T,0.001552,1,3,other,0.0,0.0039,358
IFITM3,CD4+ T,0.001538,1,3,other,0.0,0.0038,359
PSME4,CD4+ T,0.001537,1,3,other,0.0,0.0038,360
BRF1,CD4+ T,0.001527,1,3,other,0.0025,0.0,361
NME1,CD4+ T,0.001523,1,3,other,0.0,0.0038,362
METTL26,CD4+ T,0.001515,1,3,other,0.0,0.0038,363
TBL1XR1,CD4+ T,0.001514,1,3,other,0.0,0.0038,364
ARID2,CD4+ T,0.001498,1,3,other,0.0,0.0037,365
FNIP1,CD4+ T,0.001489,1,3,other,0.0,0.0037,366
RPL23,CD4+ T,0.001476,1,3,ribosomal,0.0,0.0067,367
ERBIN,CD4+ T,0.001466,1,3,other,0.0,0.0037,368
RFX7,CD4+ T,0.001437,1,3,other,0.0,0.0036,369
ANKHD1,CD4+ T,0.001432,1,3,other,0.0,0.0036,370
CYTL1,CD4+ T,0.00141,1,3,other,0.0,0.0035,371
GAB2,CD4+ T,0.00141,1,3,other,0.0,0.0035,372
HLA-DRB1,CD4+ T,0.001395,1,3,other,0.0,0.0035,373
