gene,driver_score,evidence_count,gene_category,category_multiplier,geneWeight_norm,geneWeight_raw,DREM_norm,DREM_raw,DREM_trajectories,dynamic_norm,dynamic_qval,dynamic_log2fc,dynamic_track_count,dynamic_direction,network_norm,is_HC_marker,is_MFVS_driver,rank
CTBP2,0.089328,2,other,1.0,0.0,0.0,0.1479,313.456,81,0.0,1.0,0.0,0,N/A,0.481,False,True,1770
AC079341.1,0.089087,1,other,1.0,0.2227,0.430427,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0,False,False,1771
GZMB,0.088749,3,other,1.0,0.196,0.379389,0.0,0.0,0,0.0036,7.100986465502501e-13,0.3105,1,increasing,0.0156,False,False,1772
DPEP1,0.088285,2,other,1.0,0.1873,0.362742,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0917,False,False,1773
ALLC,0.087804,2,other,1.0,0.1924,0.372525,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0667,False,False,1774
VWC2,0.087373,2,other,1.0,0.193,0.373688,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0601,False,False,1775
NEAT1,0.087254,3,other,1.0,0.1356,0.264165,0.0,0.0,0,0.0079,2.819137957902655e-13,0.4399,7,increasing,0.2348,False,False,1776
CXCL10,0.086602,2,other,1.0,0.1913,0.370532,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0594,False,False,1777
GP1BA,0.086596,3,other,1.0,0.1849,0.358286,0.0,0.0,0,0.0002,0.023313289481924047,0.1555,1,increasing,0.0472,False,False,1778
AIRE,0.086585,2,other,1.0,0.1921,0.371885,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0564,False,False,1779
FCRL5,0.086278,2,other,1.0,0.1943,0.376116,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0446,False,False,1780
MT1X,0.085711,3,other,1.0,0.172,0.333636,0.0,0.0,0,0.0048,1.8402210971977357e-12,0.2874,6,increasing,0.0815,False,False,1781
CCL17,0.08565,2,other,1.0,0.1924,0.372471,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0463,False,False,1782
APOD,0.085173,2,other,1.0,0.1915,0.37076,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0453,False,False,1783
SP2,0.084942,2,other,1.0,0.0,0.0,0.1642,346.6878,81,0.0,1.0,0.0,0,N/A,0.3985,False,True,1784
CCL18,0.08475,2,other,1.0,0.1924,0.372553,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0375,False,False,1785
BGN,0.08457,2,other,1.0,0.1924,0.372569,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0358,False,False,1786
LILRA4,0.084008,2,other,1.0,0.1948,0.377075,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.021,False,False,1787
HAMP,0.083949,2,other,1.0,0.1758,0.34076,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0965,False,False,1788
FCRL1,0.083582,2,other,1.0,0.1902,0.36837,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0352,False,False,1789
F9,0.083486,2,other,1.0,0.191,0.369907,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.031,False,False,1790
CLEC4G,0.082988,2,other,1.0,0.1858,0.360005,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.047,False,False,1791
TCL6,0.08262,2,other,1.0,0.1929,0.373577,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0151,False,False,1792
RPS6KA5,0.082182,3,ribosomal,0.55,0.2984,0.574928,0.0,0.0,0,0.0049,2.4392852858627783e-15,0.2889,3,increasing,0.155,False,False,1793
CLEC4C,0.082178,2,other,1.0,0.1862,0.360785,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0377,False,False,1794
NR2C2,0.079678,2,other,1.0,0.0,0.0,0.1485,314.5895,81,0.0,1.0,0.0,0,N/A,0.3877,False,True,1795
RPS17,0.079503,3,ribosomal,0.55,0.2888,0.556529,0.0,0.0,0,0.0155,8.945860190099452e-18,0.594,9,increasing,0.128,False,False,1796
IGLL1,0.078957,3,immunoglobulin,0.55,0.3182,0.612669,0.0,0.0,0,0.0017,1.719415543442378e-05,0.3185,3,decreasing,0.029,False,False,1797
KMT2C,0.078597,3,other,1.0,0.0429,0.087148,0.0,0.0,0,0.1852,0.0,0.4896,5,increasing,0.1724,False,False,1798
RAD51B,0.077778,3,other,1.0,0.031,0.064407,0.0,0.0,0,0.2474,0.0,0.7689,4,increasing,0.0881,False,False,1799
AMPD1,0.076809,2,other,1.0,0.1755,0.340288,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0295,False,False,1800
CERS6,0.074829,3,other,1.0,0.0302,0.062873,0.0,0.0,0,0.2261,0.0,0.7528,3,increasing,0.1073,False,False,1801
AZU1,0.07438,3,other,1.0,0.1594,0.309515,0.0,0.0,0,0.0005,0.004215412563961019,0.2337,2,decreasing,0.0376,False,False,1802
SPIDR,0.073862,3,other,1.0,0.0321,0.066516,0.0,0.0,0,0.2263,0.0,0.685,4,increasing,0.0903,False,False,1803
BRF2,0.073798,2,other,1.0,0.0,0.0,0.077,168.7333,81,0.0,1.0,0.0,0,N/A,0.5103,False,True,1804
TAFA2,0.072504,2,other,1.0,0.0076,0.019715,0.0,0.0,0,0.3301,0.0,1.2688,3,increasing,0.0,False,False,1805
SREBF1,0.071098,2,other,1.0,0.0,0.0,0.0805,175.7971,81,0.0,1.0,0.0,0,N/A,0.476,False,True,1806
MT1G,0.070758,2,other,1.0,0.159,0.308826,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0378,False,False,1807
LILRB2,0.070454,2,other,1.0,0.1632,0.316799,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0182,False,False,1808
THAP1,0.068219,2,other,1.0,0.0,0.0,0.104,223.7769,81,0.0,1.0,0.0,0,N/A,0.3898,False,True,1809
IFI27,0.067931,3,other,1.0,0.0313,0.065022,0.0,0.0,0,0.2116,0.0,0.8604,1,increasing,0.0691,False,False,1810
COP1,0.06782,2,other,1.0,0.0521,0.104708,0.0,0.0,0,0.2187,0.0,0.6556,4,increasing,0.0,False,False,1811
HSF1,0.066429,2,other,1.0,0.0,0.0,0.0607,135.5122,81,0.0,1.0,0.0,0,N/A,0.4809,False,True,1812
PLBD1,0.06626,3,other,1.0,0.1335,0.260117,0.0,0.0,0,0.0051,8.865336448488287e-15,0.3134,3,increasing,0.0582,False,False,1813
ATP5MC3,0.062458,2,other,1.0,0.1004,0.196958,0.0,0.0,0,0.0966,0.0,0.2967,2,decreasing,0.0,False,False,1814
IGHM,0.061622,3,immunoglobulin,0.55,0.2502,0.482801,0.0,0.0,0,0.004,2.252636571624847e-09,0.4707,2,decreasing,0.0099,False,False,1815
BDP1,0.061404,2,other,1.0,0.0,0.0,0.028,68.7952,81,0.0,1.0,0.0,0,N/A,0.5147,False,True,1816
RIPOR2,0.060729,3,other,1.0,0.0093,0.022959,0.0,0.0,0,0.2567,0.0,0.8071,4,increasing,0.0015,False,False,1817
ATP5F1B,0.060603,2,other,1.0,0.0997,0.195513,0.0,0.0,0,0.0892,0.0,0.2995,1,increasing,0.0,False,False,1818
TTTY14,0.060527,3,other,1.0,0.0405,0.082583,0.0,0.0,0,0.1841,0.0,0.5287,4,increasing,0.0199,False,False,1819
KAT2A,0.060486,2,other,1.0,0.0,0.0,0.032,76.959,81,0.0,1.0,0.0,0,N/A,0.496,False,True,1820
MCU,0.059265,3,other,1.0,0.0415,0.084406,0.0,0.0,0,0.1321,0.0,0.356,4,increasing,0.1087,False,False,1821
ESRRA,0.057553,2,other,1.0,0.0,0.0,0.0353,83.6251,81,0.0,1.0,0.0,0,N/A,0.4599,False,True,1822
ZZZ3,0.057396,2,other,1.0,0.0,0.0,0.0852,185.5163,81,0.0,1.0,0.0,0,N/A,0.3336,False,True,1823
GYPB,0.057354,3,other,1.0,0.1089,0.213162,0.0,0.0,0,0.0119,6.612035366134917e-20,0.7366,1,decreasing,0.0618,False,False,1824
FECH,0.056928,3,other,1.0,0.1022,0.20031,0.0,0.0,0,0.0034,9.117199905175081e-09,0.471,1,decreasing,0.1019,False,False,1825
HBQ1,0.056371,3,hemoglobin,0.45,0.2558,0.49361,0.0,0.0,0,0.0002,0.02631724026014111,0.1735,1,decreasing,0.1152,False,False,1826
POLR3G,0.055888,2,other,1.0,0.0,0.0,0.0024,16.5649,81,0.0,1.0,0.0,0,N/A,0.5262,False,True,1827
PRSS57,0.055801,3,other,1.0,0.0508,0.102212,0.0,0.0,0,0.1398,0.0,0.3803,4,increasing,0.0245,False,False,1828
SELENBP1,0.055578,3,other,1.0,0.0994,0.194986,0.0,0.0,0,0.0098,2.4178677962369302e-17,0.6846,1,decreasing,0.0881,False,False,1829
GZMA,0.055302,3,other,1.0,0.1187,0.231903,0.0,0.0,0,0.0003,0.004905268367877817,0.1549,2,decreasing,0.0272,False,False,1830
SNHG9,0.054993,3,other,1.0,0.0843,0.16624,0.0,0.0,0,0.0013,5.262378343695584e-06,0.2053,4,increasing,0.1599,False,False,1831
HBG1,0.054366,3,hemoglobin,0.45,0.2616,0.504737,0.0,0.0,0,0.0028,3.667461704696488e-10,0.2581,3,increasing,0.0461,False,False,1832
CASC15,0.054358,3,other,1.0,0.0075,0.0196,0.0,0.0,0,0.2142,0.0,0.7788,2,increasing,0.0357,False,False,1833
ZNF274,0.054118,2,other,1.0,0.0,0.0,0.0644,142.995,81,0.0,1.0,0.0,0,N/A,0.3544,False,True,1834
FGFBP2,0.053129,3,other,1.0,0.1124,0.219714,0.0,0.0,0,0.0007,0.0002032910416777852,0.1918,2,increasing,0.0322,False,False,1835
MYCN,0.052477,2,tf,1.3,0.0658,0.130841,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1212,False,False,1836
HBE1,0.052379,2,hemoglobin,0.45,0.2593,0.50034,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0712,False,False,1837
MNDA,0.052291,3,other,1.0,0.1054,0.206487,0.0,0.0,0,0.0032,2.3554237498417651e-07,0.4941,2,decreasing,0.0473,False,False,1838
MAFB,0.052058,2,tf,1.3,0.0711,0.14096,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.097,False,False,1839
FTX,0.052023,2,other,1.0,0.0,0.0,0.0,0.0,0,0.2104,0.0,0.6241,4,increasing,0.0747,False,False,1840
CA2,0.051854,3,other,1.0,0.0909,0.178755,0.0,0.0,0,0.0062,7.815294456258992e-13,0.5814,1,decreasing,0.0954,False,False,1841
WDPCP,0.050672,2,other,1.0,0.0,0.0,0.0,0.0,0,0.1653,0.0,0.5073,3,increasing,0.152,False,False,1842
PTTG1,0.050464,2,other,1.0,0.0964,0.189269,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.095,False,False,1843
FCN1,0.049966,3,other,1.0,0.1032,0.202253,0.0,0.0,0,0.0005,0.00022952177255239275,0.1393,2,increasing,0.0404,False,False,1844
MT-ND4,0.049,2,mitochondrial,0.7,0.1631,0.316557,0.0,0.0,0,0.0072,4.389749708865619e-11,0.4587,8,decreasing,0.0,False,False,1845
YBX3,0.048233,3,other,1.0,0.0728,0.144278,0.0,0.0,0,0.0129,8.459318688575613e-20,0.7341,2,decreasing,0.1213,False,False,1846
IFIT1,0.047969,2,other,1.0,0.088,0.173147,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.105,False,False,1847
IFIT1B,0.047914,3,other,1.0,0.1011,0.19816,0.0,0.0,0,0.0012,8.22028457539483e-05,0.3245,1,decreasing,0.0289,False,False,1848
APOBEC3A,0.047813,3,other,1.0,0.1029,0.20176,0.0,0.0,0,0.0003,0.0014516442098288626,0.1267,1,increasing,0.0223,False,False,1849
AC079793.1,0.047705,2,other,1.0,0.0078,0.020065,0.0,0.0,0,0.2116,0.0,0.691,3,increasing,0.0,False,False,1850
IGHG1,0.046893,3,immunoglobulin,0.55,0.1912,0.370215,0.0,0.0,0,0.0012,0.00030156044923278046,0.2974,4,decreasing,0.0079,False,False,1851
MYL9,0.046774,3,other,1.0,0.0878,0.172911,0.0,0.0,0,0.0019,1.6477097256606399e-06,0.3594,1,increasing,0.07,False,False,1852
KLRD1,0.046642,3,other,1.0,0.0946,0.185771,0.0,0.0,0,0.0011,6.980143069068578e-06,0.2047,2,increasing,0.0435,False,False,1853
DANT2,0.046471,2,other,1.0,0.0075,0.0196,0.0,0.0,0,0.2062,0.0,0.7412,2,increasing,0.0,False,False,1854
AL589693.1,0.046199,2,other,1.0,0.0075,0.019601,0.0,0.0,0,0.2049,0.0,0.6632,3,increasing,0.0,False,False,1855
HBZ,0.045796,2,hemoglobin,0.45,0.2263,0.437264,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.064,False,False,1856
DEFA4,0.045622,3,other,1.0,0.0856,0.168615,0.0,0.0,0,0.0321,1.3447326115859721e-31,1.1721,3,decreasing,0.0082,False,False,1857
MGST1,0.045184,3,other,1.0,0.0834,0.164366,0.0,0.0,0,0.0019,5.637074148686387e-08,0.205,4,increasing,0.0736,False,False,1858
KLHL13,0.045149,3,other,1.0,0.0828,0.163264,0.0,0.0,0,0.0,0.04673701063275349,0.077,1,increasing,0.0793,False,False,1859
IGHA2,0.044732,1,immunoglobulin,0.55,0.2033,0.393405,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0,False,False,1860
PEAK1,0.044431,2,other,1.0,0.0,0.0,0.0,0.0,0,0.1489,0.0,0.4095,4,increasing,0.1254,False,False,1861
SREBF2,0.043848,2,other,1.0,0.0,0.0,0.0073,26.59,81,0.0,1.0,0.0,0,N/A,0.3992,False,True,1862
ATP5PF,0.043604,2,other,1.0,0.1021,0.200214,0.0,0.0,0,0.0034,2.059656149337267e-12,0.246,3,decreasing,0.0,False,False,1863
MIR99AHG,0.043322,3,other,1.0,0.0076,0.019621,0.0,0.0,0,0.1733,0.0,0.6628,1,increasing,0.017,False,False,1864
IGHE,0.043253,2,immunoglobulin,0.55,0.1856,0.359597,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0065,False,False,1865
CCSER1,0.043132,2,other,1.0,0.0,0.0,0.0,0.0,0,0.1737,0.0,0.5392,3,increasing,0.0634,False,False,1866
HLA-DQA2,0.041436,3,other,1.0,0.0824,0.162513,0.0,0.0,0,0.0002,0.026668500391121005,0.1675,1,decreasing,0.0467,False,False,1867
RHEX,0.041264,2,other,1.0,0.0075,0.019596,0.0,0.0,0,0.1814,0.0,0.7029,1,increasing,0.0,False,False,1868
ATP5F1A,0.04109,2,other,1.0,0.0963,0.188985,0.0,0.0,0,0.0032,1.2001747113862756e-13,0.2472,1,increasing,0.0,False,False,1869
HP,0.040331,3,other,1.0,0.078,0.154183,0.0,0.0,0,0.0002,0.0033400866863802503,0.1257,1,increasing,0.054,False,False,1870
IL12A-AS1,0.040254,2,other,1.0,0.0075,0.0196,0.0,0.0,0,0.1766,0.0,0.679,1,increasing,0.0,False,False,1871
KANSL1,0.040065,2,other,1.0,0.0,0.0,0.0,0.0,0,0.124,0.0,0.331,4,increasing,0.1335,False,False,1872
GUCY1A1,0.040051,2,other,1.0,0.0075,0.019596,0.0,0.0,0,0.1756,0.0,0.6743,1,increasing,0.0,False,False,1873
GMDS-DT,0.039674,1,other,1.0,0.0,0.0,0.0,0.0,0,0.1984,0.0,0.6364,3,increasing,0.0,False,False,1874
ANO5,0.039454,3,other,1.0,0.0756,0.149481,0.0,0.0,0,0.0002,0.00380262141652007,0.112,1,increasing,0.056,False,False,1875
NDUFAF6,0.039429,2,other,1.0,0.0,0.0,0.0,0.0,0,0.1258,0.0,0.3666,3,increasing,0.124,False,False,1876
PCNX1,0.039118,3,other,1.0,0.0202,0.043761,0.0,0.0,0,0.1356,0.0,0.367,4,increasing,0.0036,False,False,1877
CMSS1,0.039107,2,other,1.0,0.0,0.0,0.0,0.0,0,0.1322,0.0,0.3564,4,increasing,0.108,False,False,1878
BABAM2,0.038799,2,other,1.0,0.0,0.0,0.0,0.0,0,0.1688,0.0,0.5208,3,increasing,0.0318,False,False,1879
C1QC,0.038621,2,other,1.0,0.0606,0.120814,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1256,False,False,1880
USP9Y,0.038296,3,other,1.0,0.0132,0.030502,0.0,0.0,0,0.1325,0.0,0.3896,3,increasing,0.0301,False,False,1881
FRZB,0.038141,2,other,1.0,0.0763,0.150966,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0579,False,False,1882
IGF2,0.038049,2,other,1.0,0.0764,0.150978,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.057,False,False,1883
GYPE,0.038022,2,other,1.0,0.0794,0.15676,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0446,False,False,1884
C1QA,0.037832,2,other,1.0,0.0609,0.121552,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1166,False,False,1885
NKX6-1,0.037695,2,other,1.0,0.075,0.148359,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0591,False,False,1886
SLAMF9,0.037694,2,other,1.0,0.0764,0.151001,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0535,False,False,1887
OLFM3,0.037486,2,other,1.0,0.0768,0.151776,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0499,False,False,1888
CLC,0.037463,3,other,1.0,0.0765,0.151178,0.0,0.0,0,0.0014,2.054576846218183e-07,0.2159,1,increasing,0.032,False,False,1889
CCDC171,0.037082,2,other,1.0,0.0,0.0,0.0,0.0,0,0.1259,0.0,0.4033,2,increasing,0.1013,False,False,1890
PRKY,0.036975,3,other,1.0,0.0743,0.146968,0.0,0.0,0,0.0033,7.576638867870584e-12,0.2518,3,increasing,0.0326,False,False,1891
LINC01473,0.036884,1,other,1.0,0.0,0.0,0.0,0.0,0,0.1844,0.0,0.5807,3,increasing,0.0,False,False,1892
NPY,0.036767,2,other,1.0,0.075,0.148387,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0502,False,False,1893
CHRDL1,0.036617,2,other,1.0,0.0764,0.150998,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0433,False,False,1894
MGP,0.036555,2,other,1.0,0.0708,0.14037,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.065,False,False,1895
ZCCHC12,0.036522,2,other,1.0,0.075,0.148347,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0479,False,False,1896
TRGV9,0.036181,2,other,1.0,0.0328,0.067888,0.0,0.0,0,0.1066,0.0,0.3323,2,increasing,0.0,False,False,1897
RAMP2,0.036127,2,other,1.0,0.0708,0.140344,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0609,False,False,1898
AC008014.1,0.035377,1,other,1.0,0.0,0.0,0.0,0.0,0,0.1769,0.0,0.5514,3,increasing,0.0,False,False,1899
AC103591.3,0.035248,2,other,1.0,0.0831,0.163826,0.0,0.0,0,0.0017,8.9103351928382e-05,0.3864,3,increasing,0.0,False,False,1900
TCL1B,0.034706,2,other,1.0,0.0764,0.151032,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.025,False,False,1901
GRIN3A,0.034585,2,other,1.0,0.0709,0.140497,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0459,False,False,1902
CD1C,0.034539,2,other,1.0,0.0764,0.151045,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0234,False,False,1903
FMOD,0.034004,2,other,1.0,0.0708,0.140421,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0406,False,False,1904
DEPTOR,0.033863,2,other,1.0,0.0,0.0,0.0,0.0,0,0.1032,0.0,0.3201,2,increasing,0.1161,False,False,1905
SNHG32,0.033815,1,other,1.0,0.0,0.0,0.0,0.0,0,0.1691,0.0,0.5758,2,increasing,0.0,False,False,1906
KIR3DL1,0.033814,3,other,1.0,0.0712,0.141238,0.0,0.0,0,0.0,0.03541802555783179,0.0849,1,increasing,0.0223,False,False,1907
SOX21,0.033319,2,other,1.0,0.0651,0.129468,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.057,False,False,1908
NLGN4X,0.033318,2,other,1.0,0.0708,0.140426,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.034,False,False,1909
MIR924HG,0.032827,2,other,1.0,0.0198,0.043025,0.0,0.0,0,0.1167,0.0,0.3362,3,increasing,0.0,False,False,1910
CYBB,0.032805,3,other,1.0,0.0594,0.118636,0.0,0.0,0,0.0002,0.007810715367401572,0.1136,2,increasing,0.0602,False,False,1911
XACT,0.032306,2,other,1.0,0.0262,0.055169,0.0,0.0,0,0.1015,0.0,0.314,2,increasing,0.0,False,False,1912
GYPA,0.032255,3,other,1.0,0.0473,0.095522,0.0,0.0,0,0.0231,1.3779981090683824e-31,0.9348,1,decreasing,0.0579,False,False,1913
KANSL1L,0.031931,2,other,1.0,0.0,0.0,0.0,0.0,0,0.0978,0.0,0.3325,1,increasing,0.1085,False,False,1914
TRDV2,0.031761,2,other,1.0,0.0295,0.061442,0.0,0.0,0,0.0923,0.0,0.3113,1,increasing,0.0,False,False,1915
MALRD1,0.031562,1,other,1.0,0.0,0.0,0.0,0.0,0,0.1578,0.0,0.5889,1,increasing,0.0,False,False,1916
CNBD1,0.03144,2,other,1.0,0.0707,0.140263,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0165,False,False,1917
STMP1,0.031352,2,other,1.0,0.0737,0.146002,0.0,0.0,0,0.0018,2.726445056398789e-06,0.3162,2,decreasing,0.0,False,False,1918
CEACAM8,0.031141,3,other,1.0,0.0618,0.123159,0.0,0.0,0,0.0003,0.01808535852904432,0.2411,1,decreasing,0.0353,False,False,1919
RDBP,0.030934,1,other,1.0,0.0,0.0,0.1237,264.1158,81,0.0,1.0,0.0,0,N/A,0.0,False,False,1920
TPSG1,0.030888,2,other,1.0,0.0651,0.129526,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0337,False,False,1921
KIAA0087,0.03084,2,other,1.0,0.0707,0.140252,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0108,False,False,1922
LINC01122,0.030738,1,other,1.0,0.0,0.0,0.0,0.0,0,0.1537,0.0,0.5699,1,increasing,0.0,False,False,1923
CD24,0.030342,3,other,1.0,0.0544,0.109023,0.0,0.0,0,0.0017,7.679106881529811e-05,0.4183,2,decreasing,0.0549,False,False,1924
SPARCL1,0.030242,2,other,1.0,0.0664,0.131921,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0225,False,False,1925
TPSB2,0.030069,2,other,1.0,0.0658,0.130795,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0232,False,False,1926
IGLL5,0.029661,3,immunoglobulin,0.55,0.0192,0.041827,0.0,0.0,0,0.0002,0.03333662629967919,0.1579,1,decreasing,0.4132,False,False,1927
AC139720.1,0.028441,1,other,1.0,0.0,0.0,0.0,0.0,0,0.1422,0.0,0.5179,1,increasing,0.0,False,False,1928
RTRAF,0.028365,3,other,1.0,0.0625,0.124619,0.0,0.0,0,0.0028,9.069909497959409e-08,0.3852,2,decreasing,0.0022,False,False,1929
RNASE3,0.028101,2,other,1.0,0.0615,0.122601,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0217,False,False,1930
LILRA5,0.027822,3,other,1.0,0.0558,0.111811,0.0,0.0,0,0.0003,0.0019852501880039133,0.1231,1,increasing,0.0291,False,False,1931
C1QTNF4,0.027764,3,other,1.0,0.0509,0.102456,0.0,0.0,0,0.0019,1.1970547965598803e-05,0.4311,1,decreasing,0.0448,False,False,1932
RFX3-AS1,0.027691,1,other,1.0,0.0,0.0,0.0,0.0,0,0.1385,0.0,0.4513,2,increasing,0.0,False,False,1933
BTNL9,0.027505,2,other,1.0,0.0611,0.121897,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0175,False,False,1934
GABRA2,0.027442,2,other,1.0,0.055,0.110245,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0413,False,False,1935
CD5L,0.027368,2,other,1.0,0.0549,0.110006,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0411,False,False,1936
TMEM196,0.027353,2,other,1.0,0.0549,0.110038,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0409,False,False,1937
MT1H,0.02729,2,other,1.0,0.0549,0.109987,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0404,False,False,1938
RBIS,0.026985,2,other,1.0,0.0632,0.12596,0.0,0.0,0,0.002,6.24905386873424e-07,0.313,2,decreasing,0.0,False,False,1939
MICOS10,0.026836,2,other,1.0,0.0635,0.126421,0.0,0.0,0,0.0008,3.6658733251406583e-06,0.1576,1,increasing,0.0,False,False,1940
AC253572.2,0.02674,2,other,1.0,0.0614,0.122338,0.0,0.0,0,0.0046,1.135942023288967e-08,0.5573,3,decreasing,0.0,False,False,1941
AJ009632.2,0.026624,1,other,1.0,0.0,0.0,0.0,0.0,0,0.1331,0.0,0.478,1,increasing,0.0,False,False,1942
ATP5F1C,0.026589,2,other,1.0,0.0622,0.124026,0.0,0.0,0,0.0021,3.5727501244214326e-10,0.2103,2,decreasing,0.0,False,False,1943
CCL3L1,0.026574,2,other,1.0,0.0551,0.110335,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0328,False,False,1944
ATP5PB,0.0263,2,other,1.0,0.062,0.123577,0.0,0.0,0,0.0012,2.2669967822466716e-07,0.1755,2,decreasing,0.0,False,False,1945
BRF1,0.02622,2,other,1.0,0.0,0.0,0.0039,19.6477,81,0.0,1.0,0.0,0,N/A,0.2399,False,False,1946
LINC01272,0.025983,2,other,1.0,0.0618,0.123181,0.0,0.0,0,0.0001,0.02853755428392235,0.1427,1,decreasing,0.0,False,False,1947
AC245014.3,0.025925,2,other,1.0,0.0609,0.121396,0.0,0.0,0,0.0017,2.3772972053527757e-05,0.4165,1,decreasing,0.0,False,False,1948
TENT5A,0.025628,2,other,1.0,0.0609,0.121514,0.0,0.0,0,0.0002,0.04175668915414749,0.2036,1,decreasing,0.0,False,False,1949
LNCAROD,0.025468,1,other,1.0,0.0,0.0,0.0,0.0,0,0.1273,0.0,0.4531,1,increasing,0.0,False,False,1950
VSIR,0.025403,2,other,1.0,0.0603,0.120417,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0006,False,False,1951
KIR2DL1,0.02535,2,other,1.0,0.055,0.110248,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0214,False,False,1952
NRG4,0.025272,2,other,1.0,0.05,0.100736,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0405,False,False,1953
ADAMTSL4-AS1,0.025179,2,other,1.0,0.0595,0.118733,0.0,0.0,0,0.001,1.4353314250470994e-05,0.1643,4,increasing,0.0,False,False,1954
CD1E,0.024695,2,other,1.0,0.0549,0.110026,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0156,False,False,1955
MEF2C-AS1,0.024426,1,other,1.0,0.0,0.0,0.0,0.0,0,0.1221,0.0,0.4311,1,increasing,0.0,False,False,1956
WHIP,0.024414,1,other,1.0,0.0,0.0,0.0977,210.8967,81,0.0,1.0,0.0,0,N/A,0.0,False,False,1957
ADA2,0.024232,1,other,1.0,0.0606,0.120869,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0,False,False,1958
EXOC3L2,0.02411,2,other,1.0,0.0495,0.099626,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0318,False,False,1959
ATP5IF1,0.023917,2,other,1.0,0.0538,0.107889,0.0,0.0,0,0.0063,1.9647583223669435e-15,0.3838,3,decreasing,0.0,False,False,1960
AP000331.1,0.023907,1,other,1.0,0.0,0.0,0.0,0.0,0,0.1195,0.0,0.4202,1,increasing,0.0,False,False,1961
